team,venue_city,venue_country,distance_km
United Arab Emirates,New York/New Jersey,USA,11015.6
United Arab Emirates,Philadelphia,USA,11152.7
United Arab Emirates,Houston,USA,13183.8
United Arab Emirates,Miami,USA,12583.3
United States,Mexico City,Mexico,3043.3
United States,Guadalajara,Mexico,3235.3
United States,Monterrey,Mexico,2618.7
United States,Atlanta,USA,872.3
United States,Kansas City,USA,1506.1
United States,Toronto,Canada,563.2
United States,Dallas,USA,1928.3
United States,Vancouver,Canada,3791.2
United States,Seattle,USA,3737.0
United States,Los Angeles,USA,3704.3
United States,San Francisco Bay Area,USA,3892.5
United States,Boston,USA,603.5
United States,New York/New Jersey,USA,330.8
United States,Philadelphia,USA,195.7
United States,Houston,USA,1968.7
United States,Miami,USA,1469.3
United States Virgin Islands,Mexico City,Mexico,3597.4
United States Virgin Islands,Guadalajara,Mexico,4037.6
United States Virgin Islands,Monterrey,Mexico,3719.0
United States Virgin Islands,Atlanta,USA,2583.4
United States Virgin Islands,Kansas City,USA,3659.8
United States Virgin Islands,Toronto,Canada,3122.2
United States Virgin Islands,Dallas,USA,3582.3
United States Virgin Islands,Vancouver,Canada,6182.3
United States Virgin Islands,Seattle,USA,6087.3
United States Virgin Islands,Los Angeles,USA,5540.5
United States Virgin Islands,San Francisco Bay Area,USA,5896.7
United States Virgin Islands,Boston,USA,2708.0
United States Virgin Islands,New York/New Jersey,USA,2646.8
United States Virgin Islands,Philadelphia,USA,2590.8
United States Virgin Islands,Houston,USA,3329.7
United States Virgin Islands,Miami,USA,1787.5
Uruguay,Mexico City,Mexico,7538.6
Uruguay,Guadalajara,Mexico,7938.3
Uruguay,Monterrey,Mexico,8172.7
Uruguay,Atlanta,USA,8173.8
Uruguay,Kansas City,USA,9110.7
Uruguay,Toronto,Canada,9037.4
Uruguay,Dallas,USA,8642.5
Uruguay,Vancouver,Canada,11441.5
Uruguay,Seattle,USA,11277.9
Uruguay,Los Angeles,USA,10015.1
Uruguay,San Francisco Bay Area,USA,10515.8
Uruguay,Boston,USA,8690.8
Uruguay,New York/New Jersey,USA,8608.7
Uruguay,Philadelphia,USA,8535.6
Uruguay,Houston,USA,8269.7
Uruguay,Miami,USA,7219.3
Uzbekistan,Mexico City,Mexico,13174.2
Uzbekistan,Guadalajara,Mexico,13085.9
Uzbekistan,Monterrey,Mexico,12493.4
Uzbekistan,Atlanta,USA,11247.4
Uzbekistan,Kansas City,USA,10933.3
Uzbekistan,Toronto,Canada,10067.6
Uzbekistan,Dallas,USA,11666.6
Uzbekistan,Vancouver,Canada,9875.3
Uzbekistan,Seattle,USA,10068.9
Uzbekistan,Los Angeles,USA,11615.6
Uzbekistan,San Francisco Bay Area,USA,11194.0
Uzbekistan,Boston,USA,9932.4
Uzbekistan,New York/New Jersey,USA,10166.8
Uzbekistan,Philadelphia,USA,10298.9
Uzbekistan,Houston,USA,11969.0
Uzbekistan,Miami,USA,11904.5
Vanuatu,Mexico City,Mexico,10904.6
Vanuatu,Guadalajara,Mexico,10516.6
Vanuatu,Monterrey,Mexico,10988.7
Vanuatu,Atlanta,USA,12660.2
Vanuatu,Kansas City,USA,11845.6
Vanuatu,Toronto,Canada,13134.4
Vanuatu,Dallas,USA,11478.2
Vanuatu,Vancouver,Canada,10031.5
Vanuatu,Seattle,USA,9997.1
Vanuatu,Los Angeles,USA,9648.0
Vanuatu,San Francisco Bay Area,USA,9514.1
Vanuatu,Boston,USA,13809.7
Vanuatu,New York/New Jersey,USA,13589.7
Vanuatu,Philadelphia,USA,13503.1
Vanuatu,Houston,USA,11559.4
Vanuatu,Miami,USA,12955.3
Venezuela,Mexico City,Mexico,3596.7
Venezuela,Guadalajara,Mexico,4067.9
Venezuela,Monterrey,Mexico,3893.3
Venezuela,Atlanta,USA,3143.3
Venezuela,Kansas City,USA,4190.4
Venezuela,Toronto,Canada,3878.9
Venezuela,Dallas,USA,3958.3
Venezuela,Vancouver,Canada,6712.0
Venezuela,Seattle,USA,6594.6
Venezuela,Los Angeles,USA,5828.9
Venezuela,San Francisco Bay Area,USA,6239.3
Venezuela,Boston,USA,3540.0
Venezuela,New York/New Jersey,USA,3445.3
Venezuela,Philadelphia,USA,3371.4
Venezuela,Houston,USA,3646.2
Venezuela,Miami,USA,2221.0
Vietnam,Mexico City,Mexico,14770.4
Vietnam,Guadalajara,Mexico,14389.6
Vietnam,Monterrey,Mexico,14108.8
Vietnam,Atlanta,USA,13827.9
Vietnam,Kansas City,USA,13008.1
Vietnam,Toronto,Canada,12805.4
Vietnam,Dallas,USA,13558.4
Vietnam,Vancouver,Canada,10825.3
Vietnam,Seattle,USA,10998.2
Vietnam,Los Angeles,USA,12318.9
Vietnam,San Francisco Bay Area,USA,11815.9
Vietnam,Boston,USA,12990.7
Vietnam,New York/New Jersey,USA,13139.0
Vietnam,Philadelphia,USA,13239.7
Vietnam,Houston,USA,13934.7
Vietnam,Miami,USA,14749.9
Wales,Mexico City,Mexico,8741.0
Wales,Guadalajara,Mexico,8904.4
Wales,Monterrey,Mexico,8266.6
Wales,Atlanta,USA,6570.0
Wales,Kansas City,USA,6804.1
Wales,Toronto,Canada,5523.7
Wales,Dallas,USA,7472.6
Wales,Vancouver,Canada,7453.5
Wales,Seattle,USA,7571.3
Wales,Los Angeles,USA,8611.6
Wales,San Francisco Bay Area,USA,8483.1
Wales,Boston,USA,5094.7
Wales,New York/New Jersey,USA,5367.2
Wales,Philadelphia,USA,5502.8
Wales,Houston,USA,7617.5
Wales,Miami,USA,6905.7
Western Sahara,Mexico City,Mexico,8658.4
Western Sahara,Guadalajara,Mexico,9000.7
Western Sahara,Monterrey,Mexico,8469.7
Western Sahara,Atlanta,USA,6730.4
Western Sahara,Kansas City,USA,7439.6
Western Sahara,Toronto,Canada,6107.6
Western Sahara,Dallas,USA,7888.7
Western Sahara,Vancouver,Canada,9060.0
Western Sahara,Seattle,USA,9110.5
Western Sahara,Los Angeles,USA,9611.3
Western Sahara,San Francisco Bay Area,USA,9690.2
Western Sahara,Boston,USA,5455.8
Western Sahara,New York/New Jersey,USA,5697.5
Western Sahara,Philadelphia,USA,5799.1
Western Sahara,Houston,USA,7859.6
Western Sahara,Miami,USA,6584.0
Yemen,Mexico City,Mexico,14454.9
Yemen,Guadalajara,Mexico,14675.1
Yemen,Monterrey,Mexico,14047.6
Yemen,Atlanta,USA,12307.2
Yemen,Kansas City,USA,12599.8
Yemen,Toronto,Canada,11315.1
Yemen,Dallas,USA,13268.4
Yemen,Vancouver,Canada,12720.8
Yemen,Seattle,USA,12888.4
Yemen,Los Angeles,USA,14229.1
Yemen,San Francisco Bay Area,USA,13973.1
Yemen,Boston,USA,10839.9
Yemen,New York/New Jersey,USA,11113.7
Yemen,Philadelphia,USA,11245.2
Yemen,Houston,USA,13395.3
Yemen,Miami,USA,12453.3
Zambia,Mexico City,Mexico,14439.0
Zambia,Guadalajara,Mexico,14897.0
Zambia,Monterrey,Mexico,14568.6
Zambia,Atlanta,USA,13029.2
Zambia,Kansas City,USA,13891.6
Zambia,Toronto,Canada,12598.0
Zambia,Dallas,USA,14212.5
Zambia,Vancouver,Canada,15445.0
Zambia,Seattle,USA,15534.1
Zambia,Los Angeles,USA,16090.2
Zambia,San Francisco Bay Area,USA,16203.3
Zambia,Boston,USA,11927.0
Zambia,New York/New Jersey,USA,12148.7
Zambia,Philadelphia,USA,12234.3
Zambia,Houston,USA,14076.8
Zambia,Miami,USA,12571.0
Zimbabwe,Mexico City,Mexico,14781.8
Zimbabwe,Guadalajara,Mexico,15245.0
Zimbabwe,Monterrey,Mexico,14938.0
Zimbabwe,Atlanta,USA,13419.5
Zimbabwe,Kansas City,USA,14289.3
Zimbabwe,Toronto,Canada,12997.5
Zimbabwe,Dallas,USA,14601.6
Zimbabwe,Vancouver,Canada,15821.2
Zimbabwe,Seattle,USA,15915.8
Zimbabwe,Los Angeles,USA,16488.2
Zimbabwe,San Francisco Bay Area,USA,16602.3
Zimbabwe,Boston,USA,12326.1
Zimbabwe,New York/New Jersey,USA,12547.2
Zimbabwe,Philadelphia,USA,12632.2
Zimbabwe,Houston,USA,14458.4
Zimbabwe,Miami,USA,12944.5
