date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,data_source
1924-11-02,Uruguay,Argentina,0,0,Copa América,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1924-12-08,England,Belgium,4,0,Friendly,West Bromwich,England,FALSE,data/international_results/results.csv
1925-02-28,Wales,England,1,2,British Home Championship,Swansea,Wales,FALSE,data/international_results/results.csv
1925-04-04,Scotland,England,2,0,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1925-05-21,France,England,2,3,Friendly,Colombes,France,FALSE,data/international_results/results.csv
1925-07-09,Argentina,Paraguay,1,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1925-07-12,Argentina,Paraguay,1,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1925-10-24,Northern Ireland,England,0,0,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1925-11-29,Argentina,Paraguay,2,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1925-12-13,Argentina,Brazil,4,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1925-12-20,Argentina,Paraguay,3,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1925-12-25,Argentina,Brazil,2,2,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1926-03-01,England,Wales,1,3,British Home Championship,London,England,FALSE,data/international_results/results.csv
1926-04-17,England,Scotland,0,1,British Home Championship,Manchester,England,FALSE,data/international_results/results.csv
1926-05-24,Belgium,England,3,5,Friendly,Antwerp,Belgium,FALSE,data/international_results/results.csv
1926-05-29,Argentina,Paraguay,2,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1926-06-03,Argentina,Paraguay,2,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1926-10-16,Argentina,Bolivia,5,0,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1926-10-20,Argentina,Paraguay,8,0,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1926-10-20,England,Northern Ireland,3,3,British Home Championship,Liverpool,England,FALSE,data/international_results/results.csv
1926-10-24,Argentina,Uruguay,0,2,Copa América,Santiago,Chile,TRUE,data/international_results/results.csv
1926-10-31,Chile,Argentina,1,1,Copa América,Santiago,Chile,FALSE,data/international_results/results.csv
1927-02-12,Wales,England,3,3,British Home Championship,Wrexham,Wales,FALSE,data/international_results/results.csv
1927-04-02,Scotland,England,1,2,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1927-05-11,Belgium,England,1,9,Friendly,Brussels,Belgium,FALSE,data/international_results/results.csv
1927-05-21,Luxembourg,England,2,5,Friendly,Esch-sur-Alzette,Luxembourg,FALSE,data/international_results/results.csv
1927-05-26,France,England,0,6,Friendly,Colombes,France,FALSE,data/international_results/results.csv
1927-07-14,Uruguay,Argentina,0,1,Copa Newton,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1927-08-30,Argentina,Uruguay,0,1,Copa Lipton,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1927-10-22,Northern Ireland,England,2,0,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1927-10-30,Argentina,Bolivia,7,1,Copa América,Lima,Peru,TRUE,data/international_results/results.csv
1927-11-20,Argentina,Uruguay,3,2,Copa América,Lima,Peru,TRUE,data/international_results/results.csv
1927-11-27,Peru,Argentina,1,5,Copa América,Lima,Peru,FALSE,data/international_results/results.csv
1927-11-28,England,Wales,1,2,British Home Championship,Burnley,England,FALSE,data/international_results/results.csv
1928-03-31,England,Scotland,1,5,British Home Championship,London,England,FALSE,data/international_results/results.csv
1928-04-01,Portugal,Argentina,0,0,Friendly,Lisbon,Portugal,FALSE,data/international_results/results.csv
1928-05-17,France,England,1,5,Friendly,Colombes,France,FALSE,data/international_results/results.csv
1928-05-19,Belgium,England,1,3,Friendly,Antwerp,Belgium,FALSE,data/international_results/results.csv
1928-05-29,Argentina,United States,11,2,Olympic Games,Amsterdam,Netherlands,TRUE,data/international_results/results.csv
1928-06-02,Argentina,Belgium,6,3,Olympic Games,Amsterdam,Netherlands,TRUE,data/international_results/results.csv
1928-06-06,Argentina,Egypt,6,0,Olympic Games,Amsterdam,Netherlands,TRUE,data/international_results/results.csv
1928-06-10,Uruguay,Argentina,1,1,Olympic Games,Amsterdam,Netherlands,TRUE,data/international_results/results.csv
1928-06-13,Uruguay,Argentina,2,1,Olympic Games,Amsterdam,Netherlands,TRUE,data/international_results/results.csv
1928-08-30,Argentina,Uruguay,1,0,Copa Newton,Avellaneda,Argentina,FALSE,data/international_results/results.csv
1928-09-21,Uruguay,Argentina,2,2,Copa Lipton,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1928-10-22,England,Northern Ireland,2,1,British Home Championship,Liverpool,England,FALSE,data/international_results/results.csv
1928-11-17,Wales,England,2,3,British Home Championship,Swansea,Wales,FALSE,data/international_results/results.csv
1929-04-13,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1929-05-09,France,England,1,4,Friendly,Colombes,France,FALSE,data/international_results/results.csv
1929-05-11,Belgium,England,1,5,Friendly,Forest,Belgium,FALSE,data/international_results/results.csv
1929-05-15,Spain,England,4,3,Friendly,Madrid,Spain,FALSE,data/international_results/results.csv
1929-06-16,Argentina,Uruguay,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1929-06-16,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1929-09-20,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1929-09-28,Argentina,Uruguay,0,0,Copa Lipton,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1929-10-19,Northern Ireland,England,0,3,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1929-11-03,Argentina,Peru,3,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1929-11-10,Argentina,Paraguay,4,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1929-11-17,Argentina,Uruguay,2,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1929-11-20,England,Wales,6,0,British Home Championship,London,England,FALSE,data/international_results/results.csv
1930-04-05,England,Scotland,5,2,British Home Championship,London,England,FALSE,data/international_results/results.csv
1930-05-10,Germany,England,3,3,Friendly,Berlin,Germany,FALSE,data/international_results/results.csv
1930-05-14,Austria,England,0,0,Friendly,Vienna,Austria,FALSE,data/international_results/results.csv
1930-05-25,Argentina,Uruguay,1,1,Copa Newton,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1930-07-15,Argentina,France,1,0,FIFA World Cup,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1930-07-19,Argentina,Mexico,6,3,FIFA World Cup,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1930-07-22,Argentina,Chile,3,1,FIFA World Cup,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1930-07-26,Argentina,United States,6,1,FIFA World Cup,Montevideo,Uruguay,TRUE,data/international_results/results.csv
1930-07-30,Uruguay,Argentina,4,2,FIFA World Cup,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1930-08-03,Argentina,Yugoslavia,3,1,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1930-10-20,England,Northern Ireland,5,1,British Home Championship,Sheffield,England,FALSE,data/international_results/results.csv
1930-11-22,Wales,England,0,4,British Home Championship,Wrexham,Wales,FALSE,data/international_results/results.csv
1931-03-28,Scotland,England,2,0,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1931-04-19,Paraguay,Argentina,0,1,Friendly,Asunción,Paraguay,FALSE,data/international_results/results.csv
1931-04-25,Paraguay,Argentina,1,1,Friendly,Asunción,Paraguay,FALSE,data/international_results/results.csv
1931-05-14,France,England,5,2,Friendly,Colombes,France,FALSE,data/international_results/results.csv
1931-05-16,Belgium,England,1,4,Friendly,Brussels,Belgium,FALSE,data/international_results/results.csv
1931-07-04,Argentina,Paraguay,1,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1931-07-09,Argentina,Paraguay,3,1,Copa Chevallier Boutell,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1931-10-17,Northern Ireland,England,2,6,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1931-11-18,England,Wales,3,1,British Home Championship,Liverpool,England,FALSE,data/international_results/results.csv
1931-12-09,England,Spain,7,1,Friendly,London,England,FALSE,data/international_results/results.csv
1932-04-09,England,Scotland,3,0,British Home Championship,London,England,FALSE,data/international_results/results.csv
1932-05-15,Argentina,Uruguay,2,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1932-05-18,Uruguay,Argentina,1,0,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1932-10-17,England,Northern Ireland,1,0,British Home Championship,Blackpool,England,FALSE,data/international_results/results.csv
1932-11-16,Wales,England,0,0,British Home Championship,Wrexham,Wales,FALSE,data/international_results/results.csv
1932-12-07,England,Austria,4,3,Friendly,London,England,FALSE,data/international_results/results.csv
1933-01-21,Uruguay,Argentina,2,1,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1933-02-05,Argentina,Uruguay,4,1,Friendly,Avellaneda,Argentina,FALSE,data/international_results/results.csv
1933-04-01,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1933-05-13,Italy,England,1,1,Friendly,Rome,Italy,FALSE,data/international_results/results.csv
1933-05-20,Switzerland,England,0,4,Friendly,Bern,Switzerland,FALSE,data/international_results/results.csv
1933-10-14,Northern Ireland,England,0,3,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1933-11-15,England,Wales,1,2,British Home Championship,Newcastle,England,FALSE,data/international_results/results.csv
1933-12-06,England,France,4,1,Friendly,London,England,FALSE,data/international_results/results.csv
1933-12-14,Uruguay,Argentina,0,1,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1934-04-14,England,Scotland,3,0,British Home Championship,London,England,FALSE,data/international_results/results.csv
1934-05-10,Hungary,England,2,1,Friendly,Budapest,Hungary,FALSE,data/international_results/results.csv
1934-05-16,Czechoslovakia,England,2,1,Friendly,Prague,Czechoslovakia,FALSE,data/international_results/results.csv
1934-05-27,Argentina,Sweden,2,3,FIFA World Cup,Bologna,Italy,TRUE,data/international_results/results.csv
1934-07-18,Uruguay,Argentina,2,2,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1934-08-15,Argentina,Uruguay,1,0,Friendly,Avellaneda,Argentina,FALSE,data/international_results/results.csv
1934-09-29,Wales,England,0,4,British Home Championship,Cardiff,Wales,FALSE,data/international_results/results.csv
1934-11-14,England,Italy,3,2,Friendly,London,England,FALSE,data/international_results/results.csv
1935-01-06,Argentina,Chile,4,1,Copa América,Lima,Peru,TRUE,data/international_results/results.csv
1935-01-20,Peru,Argentina,1,4,Copa América,Lima,Peru,FALSE,data/international_results/results.csv
1935-01-27,Argentina,Uruguay,0,3,Copa América,Lima,Peru,TRUE,data/international_results/results.csv
1935-02-06,England,Northern Ireland,2,1,British Home Championship,Liverpool,England,FALSE,data/international_results/results.csv
1935-04-06,Scotland,England,2,0,British Home Championship,Glasgow,Scotland,FALSE,data/international_results/results.csv
1935-05-18,Netherlands,England,0,1,Friendly,Amsterdam,Netherlands,FALSE,data/international_results/results.csv
1935-07-18,Uruguay,Argentina,1,1,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1935-08-15,Argentina,Uruguay,3,0,Friendly,Avellaneda,Argentina,FALSE,data/international_results/results.csv
1935-10-19,Northern Ireland,England,1,3,British Home Championship,Belfast,Northern Ireland,FALSE,data/international_results/results.csv
1935-12-04,England,Germany,3,0,Friendly,London,England,FALSE,data/international_results/results.csv
1936-02-05,England,Wales,1,2,British Home Championship,Wolverhampton,England,FALSE,data/international_results/results.csv
1936-04-04,England,Scotland,1,1,British Home Championship,London,England,FALSE,data/international_results/results.csv
1936-05-06,Austria,England,2,1,Friendly,Vienna,Austria,FALSE,data/international_results/results.csv
1936-05-09,Belgium,England,3,2,Friendly,Brussels,Belgium,FALSE,data/international_results/results.csv
1936-08-09,Argentina,Uruguay,1,0,Friendly,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1936-09-20,Uruguay,Argentina,2,1,Friendly,Montevideo,Uruguay,FALSE,data/international_results/results.csv
1936-10-17,Wales,England,2,1,British Home Championship,Cardiff,Wales,FALSE,data/international_results/results.csv
1936-11-18,England,Northern Ireland,3,1,British Home Championship,Stoke-on-Trent,England,FALSE,data/international_results/results.csv
1936-12-02,England,Hungary,6,2,Friendly,London,England,FALSE,data/international_results/results.csv
1936-12-30,Argentina,Chile,2,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1937-01-09,Argentina,Paraguay,6,1,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1937-01-16,Argentina,Peru,1,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1937-01-23,Argentina,Uruguay,2,3,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
1937-01-30,Argentina,Brazil,1,0,Copa América,Buenos Aires,Argentina,FALSE,data/international_results/results.csv
